,tweet
7605,"RT @lanzeppeIin: this presidential debate is genuinely a comedy show
"
7617,"The debate so far https://t.co/fQrIaePcBm
"
7686,"RT @justdeyna: @soledadobrien Can you please moderate the next debate? You would not allow this mess.
"
7707,"@TimaaayX5 dawg this debate is two monkeys throwing shit at each other
"
7720,"Tune into the debate
"
7747,"The debate rn: https://t.co/LA31AB9RPT
"
7754,"trump tonight after the debate after having wallace &amp; biden jump him 
"
7793,"RT @AdamWeinstein: Joe Biden is 77. Brit Hume is also 77. https://t.co/m7hM1ofei4
"
7827,"I wish I was watching the debate
"
7834,"I have to say, Joe Biden knows exactly how to use the debate-interruption move.
"
7850,"RT @Shem_Infinite: Shut up Chris Wallace. It's a debate. Let them debate.
"
7868,"MY debate is whether or not I want the next episodes of Lovecraft Country or The Boys to stress me out tonight instead of the debate
"
7894,"RT @SarahJo35135067: @Cernovich Are we watching the same debate
"
7906,"Whoever needs to transcribe this debate needs a raise.
"
7916,"@quaram_tine we're not even halfway through the debate and it feels like we're already listening to like the 6nr
"
7952,"RT @chipfranklin: I knew Trump was going to lose the debate, but I didn't think he'd look this bad 20 min in. #Debate2020
"
7982,"Chris Wallace SUCKS as a moderator. He is should shut POTUS down. #PresidentialDebate @FoxNews #debate
"
8002,"RT @jwlarrabee: Trump started speaking against wearing masks in the debate. Biden called him a fool on the issue.
"
8025,"RT @websiteidi0t: ready for the debate tonight https://t.co/GbjxH3lqej
"
8037,"watching this debate is not a joke but lmao I laugh because it is so stupid but its actually real life.. its like watching a child
"
8064,"RT @traumatizedhomo: 2020 debate thought from @veryvinie: FUCK FOOTBALL!
"
8078,"RT @TheBabylonBee: CNN Pre-Debate Poll Shows Biden Clearly Won Debate https://t.co/wt9Z8YaIwt
"
8109,"RT @TomFitton: Steve Scully scandal should be the death knell for the corrupt debate commission.
"
8127,"I HAD NO IDEA Bob Dole was a giant of a man next to mini-Mondale.
"
8143,"RT @BFriedmanDC: You literally cannot allow your children to watch the president of the United States on TV
"
8164,"RT @MattGertz: Congrats NBC, real nice work here.
"
8218,"Definitely the type of stuff seniors love to see in their leaders.
"
8231,"RT @ElieNYC: 40 years of losing the Supreme Court debate in one picture. https://t.co/MmicHkbP54
"
8250,"RT @TheLastRefuge2: Did not age well...
"
8259,"RT @SykesCharlie: He's replaying all his Greatest Hits.
"
8271,"RT @TheLastRefuge2: Did not age well... https://t.co/gpkziDIoKC
"
8302,"@debates Debate Commission is corrupt
"
8308,"RT @MaryShulika: #LisaForME @LisaForMaine watch primary debate live tonight. #M4A
"
8324,"Good question! #BidenTownHall #BidenHarrisToSaveAmerica #Vote #VoteEarly
"
8335,"RT @EmeraldRobinson: RIP: the Presidential Debate Commission's credibility.
"
8348,"Bob Dole has been a piece of shit since I was a toddler
"
8361,"RT @KurtSchlichter: Yeah, Frankie got this wrong too.
"
8373,"RT @KurtSchlichter: Yeah, Frankie got this wrong too. https://t.co/KDMQlFBzhF
"
8421,"RT @JordanUhl: tim pool challenging leftists to a debate https://t.co/EHwalkLD6D
"
8451,"RT @TomFitton: Steve Scully scandal should be the death knell for the corrupt debate commission. https://t.co/E7mTXOg8X9
"
8472,"RT @JohnFugelsang: The guy who said Hillary Clinton ""got the answers"" to a debate now tells you that debates can be ""rigged.""
"
8522,"RT @BFriedmanDC: You literally cannot allow your children to watch the president of the United States on TV https://t.co/qmfpL6szJ5
"
8561,"RT @mjfree: This fucking clown is getting people killed.
"
8573,"Biden he is a traitor...!!
"
8581,"RT @atensnut: The Debate Commission has proved itself to be worthless and corrupt.
"
8597,"RT @peterboghossian: . @joerogan and Joe Rogan alone should moderate the next Presidential debate.
"
8615,"RT @Pismo_B: Breaking: Fox News hires Steve Scully for a new show called ""FAUX DEBATE MODERATORS"" co-anchored with Chris Wallace.
"
8662,"RT @ElieNYC: 40 years of losing the Supreme Court debate in one picture.
"
8678,"RT @SykesCharlie: He's replaying all his Greatest Hits. https://t.co/dOetIPkFSx
"
8709,"just love picking and choosing which science suits me
"
8768,"RT @HalSparks: He's a hack. what do you expect? https://t.co/C0vXERquZq
"
8785,"RT @BishesBrew: @kaitlancollins Trump got away with his cowardice and running from a debate with Joe Biden off to NBC.
"
8809,"RT @markos: The town hall forum is fake, according to Trump. https://t.co/UznVdQPSUR
"
8840,"@ddale8 Setting up his pre-excuse. He knows he's going to crater again, just like the last debate.
"
8862,"RT @MrAndyNgo: Oops.
"
8868,"""No, Not Biased, Not Ever.""  Actually the original tweet in 2016 by Steve Scully was  ""No, Not Trump, Not Ever.""
"
8930,"@tamarakeithNPR Trump is so afraid to debate Biden!
"
8940,"RT @KumasMommy: @brianstelter Fairness would have been for the man to show up for his scheduled debate.  This just feels very slimy.
"
9042,"RT @kairyssdal: You could make the case NBC should pull the plug.
"
9057,"@Feedr1 @BreitbartNews Because he was too afraid to debate...
"
9069,"RT @MadChefNC: @WalshFreedom Lol
"
9076,"RT @MartinaMarkota: join us!
"
9099,"RT @sasharose1126: This didn't age so well did it??
"
9141,"RT @kathygriffin: Blow me bitch.
"
9149,"RT @JayFaerber: I will never get over that this multi-colored idiot makes fun of how other people look and act. https://t.co/Sx14KHY25r
"
9175,"RT @DeadofKnight68: Rush has the Twitter thing down already...
"
9187,"RT @markos: The town hall forum is fake, according to Trump.
"
9202,"RT @davidmweissman: @realDonaldTrump @NBCNews @cspan Bunker boy was obviously too scared to debate Biden.
"
9222,"RT @kairyssdal: You could make the case NBC should pull the plug. https://t.co/wcx2QFO6Gv
"
9240,"RT @biggestjoel: Oh yes, of course you may debate me, but first you must face THREE DEADLY TRIALS
"
9262,"THIS FUCKING JUDGE SCARES THE SHIT OUT OF ME BRO!!!!
"
9304,"Wow. This aged like @BetteMidler.
"
9312,"RT @SteveSchmidt9: I want a debate between ACB &amp; AOC! I would buy tickets!
"
9348,"RT @JayFaerber: I will never get over that this multi-colored idiot makes fun of how other people look and act.
"
9371,"RT @guardian: Town halls live: Trump and Biden hold dueling events after canceled debate https://t.co/hJj3DM79Up
"
9428,"RT @AynRandPaulRyan: Fuck. This. Fucking. Asshole.
"
9440,"RT @Breaking911: TRUMP: ""I was right again!""
"
9453,"RT @marklevinshow: Kamala Harris is wrong and dangerous on everything 
"
9481,"Stop
"
9482,"This flat out disqualifies her as a judge at any level.
"
9494,"RT @ETheFriendly: Once again, Trump was right.
"
9526,"RT @dilanpcook: but did she notice all the studies showing that fracking chemicals are carcinogenic?
"
9544,"RT @TimFullerton: Definitely the type of stuff seniors love to see in their leaders. https://t.co/LOSA9eEAiw
"
9564,"RT @OANN: Trump campaign to hold town hall in lieu of cancelled debate https://t.co/mBPsUyzQip @ChanelRion #OANN
"
9586,"The second presidential debate, Oct. 15, is on at 8 p.m. CST. Are you ready? https://t.co/VkZjcZFO0D
"
9663,"@_HarryPaul_ Is there a debate happening rn
"
9671,"RT @charliekirk11: Forget Biden, Donald Trump should challenge Kamala Harris to a debate.
"
9688,"RT @jilevin: Not quite a debate: Trump and Biden to appear in dueling town halls https://t.co/lRU7mwA5DE
"
9724,"RT @realPowerTie: Looking forward to everyone apologizing to @realDonaldTrump. https://t.co/8nJFSoTRPO
"
9752,"https://t.co/jrcUsDbO6h Watch Live: Trump &amp; Biden Hold Dueling Townhalls In Lieu Of 2nd Debate
"
9783,"RT @johnrobertsFox: I can't even begin to imagine what would be transpiring right now if the scheduled 2nd debate was on for tonight.
"
9810,"Kennedy - Dershowitz Heated Vaccine Debate is starting now! Listen live here: https://t.co/BDuWn1SZUH
"
9875,"Live town hall: @realDonaldTrump and @JoeBiden take part in separate events tonight. https://t.co/2laUW96wye (via @USATODAY)
"
9899,"RT @FloridaDude297: NOW WE KNOW...C-SPAN Steve Sculley tried to rig the proposed virtual POTUS debate and Trump was right in canceling.
"
9957,"Now what about Chris Wallace
"
9995,"RT @NoahHarald: NBC has responded to this tweet by simply stating, ""My name is Reek.""
"
10016,"RT @BryanDeanWright: Oh dear.
"
10041,"Great...a fake townhall for a #FakePresident https://t.co/w1vlkzP6ZT
"
10053,"@awstar11 If she'd been successful with her Trump attack at the debate. . .
"
10109,"@WindsorMann @TheRickWilson Joe Biden knew exactly what to say about his son, Hunter.  I am proud of both of them. 
"
10164,"Wonder if anyone at @NBCNews has noticed this?
"
10174,"RT @realDonaldTrump: Steve Scully, the second Debate Moderator, is a Never Trumper, just like the son of the great Mike Wallace. Fix!!!
"
10205,"RT @WinterSoldierA1: Did he just say he's doing a fake town hall?
"
10257,"DEMOCRATS IN DISARRAY!
"
10273,"RT @EricBoehlert: aaand scene https://t.co/qrDnjNkAsk
"
10282,"Goodness this David French Eric Metaxas debate is a train wreck
"
10321,"Happening now: the live #NY19 debate. Our @ADunneWAMC is on the panel:
"
10338,"RT @chriscesq: Bob Dole has been a piece of shit since I was a toddler https://t.co/fj8aYZaWoC
"
10358,"RT @123RHGreen: The Fix Was Always In: C-SPAN Suspends Steve Scully, Moderator Scheduled for 2nd Debate.
"
10433,"Horgan, Wilkinson trade insults in feisty radio debate over past, present governments https://t.co/K2yVOerWKr https://t.co/4PFjpb6spn
"
10459,"AAAH THE MAINE SENATE DEBATE IS STARTING
"
10466,"RT @scue: @bristei You should never have given Trump any time slot. He bailed on the planned debate.
"
10496,"RT @HermanM36169986: We will, We will Rock you
"
10519,"RT @RyanAFournier: This aged wonderfully.
"
10568,"RT @EricBoehlert: reminder: Trump walked away from debate tonight and 60-70M viewers 
"
10667,"RT @MattGertz: Congrats NBC, real nice work here. https://t.co/a7FTvTzLqQ
"
10737,"Terrifying.
"
10754,"Asshole.
"
10756,"Therapy. Pain. Debate. Catharsis. Call me. https://t.co/Qewd6lZ7TM
"
10782,"David Hasselhoff refused to do a third remake of Knight Rider?
"
10891,"RT @owillis: i hope everybody at @NBCNews feels appropriately stupid about their role in this
"
10948,"RT @Jord_45: So far both Presidential Debate moderators have ruined their careers.
"
10963,"Live town halls: Trump, Biden take part in separate events tonight
"
10976,"Brilliant ki
"
10994,"My god! I haven't watched an @NBCNews station in 3 years!!! Let's see how long I stay tuned to their management of the debate....
"
11107,"RT @zerohedge: Watch Live: Trump &amp; Biden Hold Dueling Townhalls In Lieu Of 2nd Debate https://t.co/vu62Xyopd4
"
11208,"Shut the fuck up you cunt.
"
11227,"RT @Sorry_What_Now: HAHAHAHA congrats again to everyone at @NBCNews who had a hand in coddling the giant man-baby.  #ETTD
"
11326,"RT @dallasnews: Watch Live: primetime duel pits Trump and Biden at competing TV town halls instead of second debate https://t.co/NcQioOE9O6
"
11351,"So disrespectful.. be better Harjinder Thind and red fm. #REDFM93 @RED931FM
"
11420,"Debate commission bailed out C-SPAN's Steve Scully by canceling Trump-Biden showdown, critics say
"
11478,"RT @Roshan_Rinaldi: Always the victim. Boo-hoo.
"
11500,"Our President Joe Biden!
"
11521,"@thehorsepundit on this there can be no debate
"
11530,"RT @NotDevinsMom: Hey @NBCNews , you got played. He is calling you fake.
"
11548,"RT @ResearchRonin: @FreemanWSJ @wjmcgurn Okay...But you'll have to do community service by being the next debate moderator:-)))
"
11577,"@nytimes So Christie do you regret helping Trump prepare for the abomination that was his first debate?
"
11596,"""Dueling"" town halls is the stupidest idea but then again the last debate was a disaster.
"
11615,"Tune in NOW!
"
11619,"Watch the Trump town hall! Interested to see if he's able to redeem himself from the first debate. #DukesVote #JMUDebateWatch
"
11644,"RT @c255666a459a495: Tories 'Showed Contempt' For Public By Deserting Commons During Covid Debate, Says Labour https://t.co/ThodReGErR
"
11682,"Just a reminder to Republicons that we are not having a debate tonight because tRump is a BITCH.
"
11701,"RT @rising_serpent: And Democrats thought Mike Pence was mansplaining during his debate with Kamala Harris. https://t.co/o68WpNa7Kz
"
11766,"Do you owe us an apology Frank?????
"
11847,"It never ceases to amaze me how stupid people are
"
11873,"RT @BenjaminPDixon: NBC deserves every bit of this. This is what happens when you appease fascists for ratings
"
11993,"RT @bgaymoreoften: Yep, I'll be watching @LisaForMaine nail it in the Maine US Senate debate instead. #LisaForME #RankLisaFirst #TownHall
"
12047,"Lets see who will get the highest ratings!
"
12056,"A glutton for some #trump punishment?
"
12077,"RT @NYinLA2121: You must be so proud, @NBC. 
"
12126,"RT @tgatorguy: Trump 'Right Again': 'Lying' Scully Would Have 'Rigged' Debate https://t.co/aMpnBNs8Os
"
12146,"RT @TrinaAltadonna: Trump Wants to Hold Town Hall Thursday https://t.co/6K8XlQHwSK
"
12160,"RT @C_L_I_C_K: Has POTUS made a statement/assertion that didn't end up being proven correct? https://t.co/klkmpFnmbm
"
12197,"RT @MaryShulika: #LisaForME @LisaForMaine watch primary debate live tonight. #M4A https://t.co/eeQwBzkcnU
"
12255,"@LisaMarieBoothe The fact that Trump refused to debate tell you how broken he is right now.
"
